GKZ,Name,Wahlberechtigte,abgegeben,gueltig,ungueltig,spoe,oevp,fpoe,gruene,neos,kpoe,cpoe,pilz,schnell,gilt
G60654,Weinitzen,2079,1532,1509,23,317,408,272,176,250,13,6,32,21,14
G60655,Werndorf,1704,1286,1266,20,443,222,280,61,212,9,3,16,12,8
G60656,Wundschuh,1200,960,947,13,187,410,146,50,108,8,4,14,14,6
G60657,Zettling,1129,850,840,10,190,261,188,38,118,14,4,9,8,10
G60658,Zwaring-Pöls,1227,949,931,18,158,351,195,39,144,16,3,14,9,2
G60701,Blaindorf,547,447,434,13,57,154,133,9,56,4,3,0,17,1
G60702,Buch-Geiseldorf,840,639,631,8,130,235,120,23,102,1,2,4,10,4
G60703,Dechantskirchen,1376,1127,1100,27,328,418,200,21,86,2,19,4,13,9
G60704,Dienersdorf,552,447,443,4,67,185,87,23,73,3,2,1,2,0
G60705,Ebersdorf,996,783,754,29,82,309,159,27,155,2,4,2,14,0
G60706,Friedberg,2201,1726,1696,30,540,540,346,93,120,3,9,12,15,18
G60707,Grafendorf bei Hartberg,2083,1695,1653,42,305,619,391,84,189,6,14,13,23,9
G60708,Greinbach,1460,1157,1128,29,189,462,236,36,179,7,0,4,10,5
G60709,Großhart,521,408,396,12,49,165,97,14,60,3,0,0,6,2
G60710,Hartberg,5343,3905,3809,96,762,1285,713,328,513,28,25,58,73,24
G60711,Hartberg Umgebung,1702,1393,1357,36,158,693,212,74,181,7,4,11,11,6
G60712,Hartl,675,608,586,22,53,330,90,14,75,4,3,1,10,6
G60713,Hofkirchen bei Hartberg,518,430,419,11,43,206,69,25,58,0,0,4,12,2
G60714,Kaibing,309,261,256,5,66,92,43,2,39,5,2,2,2,3
G60715,Kaindorf,1182,895,873,22,132,360,164,54,115,6,5,10,25,2
G60716,Eichberg,1006,816,783,33,179,333,140,16,93,0,1,7,11,3
G60717,Lafnitz,1138,923,903,20,307,254,165,31,111,5,10,8,7,5
G60718,Limbach bei Neudau,277,222,215,7,31,87,34,8,25,2,17,0,4,7
G60719,Mönichwald,761,626,606,20,130,275,105,13,64,2,1,3,10,3
G60720,Neudau,920,675,668,7,341,112,102,33,53,5,0,4,8,10
G60721,Pinggau,2541,2035,1986,49,511,729,411,71,189,7,13,18,27,10
G60722,Pöllau,1770,1399,1368,31,405,362,240,108,182,5,17,15,23,11
G60723,Pöllauberg,1784,1477,1443,34,252,615,245,60,218,7,15,9,19,3
G60724,Puchegg,454,389,385,4,65,195,76,6,38,0,0,2,3,0
G60725,Rabenwald,531,463,450,13,238,102,45,9,43,1,5,3,1,3
G60726,Riegersberg,853,718,704,14,96,328,145,17,98,1,4,1,12,2
G60727,Rohr bei Hartberg,912,699,682,17,200,239,123,35,67,3,2,5,7,1
G60728,Rohrbach an der Lafnitz,877,700,690,10,273,122,111,29,129,3,1,6,14,2
G60729,Saifen-Boden,872,693,686,7,108,339,97,27,94,1,3,1,13,3
G60730,Sankt Jakob im Walde,929,753,734,19,159,328,111,31,80,6,7,7,2,3
G60731,Sankt Johann bei Herberstein,262,208,203,5,47,63,26,26,22,1,4,3,7,4
G60732,Sankt Johann in der Haide,1573,1203,1160,43,288,389,232,70,148,9,6,4,8,6
G60733,Sankt Lorenzen am Wechsel,1352,1102,1069,33,269,465,183,29,90,3,13,5,12,0
G60734,Sankt Magdalena am Lemberg,937,768,753,15,153,293,142,30,121,4,0,3,6,1
G60735,Schachen bei Vorau,1025,882,865,17,110,417,171,30,113,3,2,3,12,4
G60736,Schäffern,1144,1025,994,31,115,548,160,23,103,1,16,4,21,3
G60737,Schlag bei Thalberg,828,680,666,14,292,168,97,23,70,0,3,5,7,1
G60738,Schönegg bei Pöllau,1140,928,899,29,178,373,158,32,129,3,3,3,16,4
G60739,Sebersdorf,1125,912,877,35,170,326,161,40,134,6,6,9,21,4
G60740,Siegersdorf bei Herberstein,251,204,199,5,39,91,39,3,16,0,4,0,4,3
G60741,Sonnhofen,850,727,708,19,203,299,82,19,86,4,5,1,6,3
G60742,Stambach,519,423,415,8,60,218,82,12,35,1,1,0,5,1
G60743,Stubenberg,1916,1332,1303,29,308,436,215,87,177,17,8,16,23,16
G60744,Tiefenbach bei Kaindorf,589,461,452,9,85,175,93,13,69,0,1,3,8,5
G60745,Vorau,1184,945,923,22,206,328,165,68,106,6,18,11,9,6
G60746,Vornholz,615,544,537,7,77,270,107,15,57,0,2,2,6,1
G60747,Waldbach,633,514,503,11,128,199,86,27,46,2,1,1,9,4
G60748,Bad Waltersdorf,1720,1359,1311,48,199,519,229,67,235,5,21,15,15,6
G60749,Wenigzell,1219,997,971,26,140,542,104,42,102,3,14,8,12,4
G60750,Wörth an der Lafnitz,320,266,261,5,81,89,47,12,21,1,2,1,4,3
G60801,Amering,832,645,637,8,144,294,66,22,86,12,0,2,10,1
G60802,Bretstein,277,220,218,2,69,80,27,5,25,4,1,2,5,0
G60803,Eppenstein,1079,863,844,19,230,318,112,29,130,2,9,5,4,5
G60804,Fohnsdorf,6827,5092,5034,58,2463,661,829,204,635,116,11,44,39,32
G60805,Hohentauern,418,318,313,5,134,75,41,9,46,0,0,2,2,4
G60806,Judenburg,7986,5599,5532,67,2418,811,995,240,803,132,15,55,40,23
G60807,Sankt Wolfgang-Kienberg,309,242,240,2,24,122,22,5,61,1,1,0,4,0
G60808,Sankt Anna am Lavantegg,358,292,287,5,94,92,24,4,65,0,0,3,4,1
G60809,Maria Buch-Feistritz,1869,1451,1424,27,401,441,199,75,225,25,12,11,22,13
G60810,Obdach,1726,1338,1306,32,418,318,176,63,277,16,8,8,13,9
G60811,Oberkurzheim,619,428,421,7,129,131,66,15,58,1,3,5,9,4
G60812,Oberweg,510,402,393,9,142,103,42,31,54,7,0,5,7,2
G60813,Oberzeiring,748,565,556,9,120,198,100,24,92,10,3,5,2,2
G60814,Pöls,2193,1723,1706,17,907,250,229,51,204,19,2,13,21,10
G60815,Pusterwald,423,341,331,10,81,167,44,3,32,1,0,0,3,0
G60816,Reifling,325,250,248,2,89,68,36,9,36,3,1,4,2,0
G60817,Reisstraße,156,115,113,2,30,33,27,7,12,2,0,0,1,1
G60818,Sankt Georgen ob Judenburg,757,580,571,9,170,175,84,20,91,8,1,5,11,6
G60819,Sankt Johann am Tauern,422,280,269,11,75,101,32,10,43,4,0,1,2,1
G60820,Sankt Oswald-Möderbrugg,1002,755,741,14,212,261,116,18,100,5,4,9,10,6
G60821,Sankt Peter ob Judenburg,959,736,722,14,158,260,118,31,135,4,2,4,6,4
G60822,Unzmarkt-Frauenburg,1225,909,893,16,336,206,155,34,130,8,4,4,6,10
G60823,Weißkirchen in Steiermark,1070,801,791,10,238,234,117,47,121,8,2,9,8,7
G60824,Zeltweg,6062,4351,4309,42,1991,482,819,172,633,79,21,25,49,38
G60901,Apfelberg,917,686,680,6,350,106,94,37,72,11,2,2,5,1
G60902,Feistritz bei Knittelfeld,579,444,440,4,173,87,65,39,66,1,0,5,4,0
G60903,Flatschach,151,119,117,2,23,54,19,6,14,0,0,0,1,0
G60904,Gaal,1169,895,883,12,195,403,120,22,106,5,11,4,11,6
G60905,Großlobming,905,716,705,11,269,155,140,53,62,5,2,11,7,1
G60906,Kleinlobming,549,427,415,12,85,179,63,11,60,6,6,0,2,3
G60907,Knittelfeld,9358,6548,6478,70,3228,741,1188,286,679,204,32,37,37,46
G60908,Kobenz,1477,1158,1134,24,334,370,163,74,155,10,3,8,13,4
G60909,Rachau,535,424,421,3,90,185,60,31,44,2,1,4,2,2
G60910,Sankt Lorenzen bei Knittelfeld,684,539,533,6,140,178,82,15,104,4,2,0,5,3
G60911,Sankt Marein bei Knittelfeld,953,721,715,6,218,218,117,28,106,6,6,6,7,3
G60912,Sankt Margarethen bei Knittelfeld,1102,898,886,12,353,242,136,27,88,13,2,12,6,7
G60913,Seckau,1066,879,866,13,172,430,82,44,98,3,17,11,8,1
G60914,Spielberg bei Knittelfeld,4230,3168,3121,47,1255,521,573,151,479,47,23,17,30,25
G61001,Allerheiligen bei Wildon,1157,892,875,17,168,311,167,69,121,4,4,8,14,9
G61002,Arnfels,855,597,589,8,163,213,91,28,69,3,4,5,12,1
G61003,Berghausen,526,373,368,5,131,111,72,12,30,0,1,4,3,4
G61004,Breitenfeld am Tannenriegel,172,137,130,7,20,59,26,1,22,1,0,0,1,0
G61005,Ehrenhausen,887,637,626,11,213,180,110,31,81,2,4,2,1,2
G61006,Eichberg-Trautenburg,680,529,523,6,85,206,104,14,97,1,3,5,2,6
G61007,Empersdorf,1081,806,793,13,167,191,185,46,156,8,17,9,11,3
G61008,Gabersdorf,888,724,706,18,120,349,88,22,100,6,2,7,2,10
G61009,Gamlitz,2468,1940,1911,29,554,649,311,40,284,10,7,19,19,18
G61010,Glanz an der Weinstraße,1154,827,812,15,153,311,181,24,127,1,1,5,7,2
G61011,Gleinstätten,1168,855,841,14,187,301,157,56,114,6,3,3,5,9
G61012,Gralla,1551,1101,1088,13,475,169,215,33,160,10,7,6,5,8
G61013,Großklein,1879,1391,1368,23,315,449,238,65,257,6,7,20,7,4
G61014,Hainsdorf im Schwarzautal,251,203,201,2,23,94,26,5,36,0,9,1,4,3
G61015,Heiligenkreuz am Waasen,1405,1008,992,16,161,334,210,69,166,8,16,12,10,6
G61016,Heimschuh,1637,1145,1123,22,288,348,206,36,203,8,4,7,14,9
G61017,Hengsberg,1104,822,809,13,221,234,172,29,118,3,5,8,13,6
G61018,Kaindorf an der Sulm,2038,1427,1406,21,517,302,258,83,194,10,6,21,5,10
G61019,Kitzeck im Sausal,1038,785,764,21,218,202,180,30,111,5,7,6,4,1
G61020,Lang,978,764,749,15,196,267,118,40,105,8,1,9,2,3
G61021,Lebring-Sankt Margarethen,1628,1200,1186,14,399,314,180,81,164,10,3,11,15,9
G61022,Leibnitz,5930,4164,4105,59,1437,874,684,334,589,44,31,52,24,36
G61023,Leutschach,453,320,311,9,85,102,53,6,50,1,3,1,4,6
G61024,Oberhaag,1922,1392,1366,26,353,440,253,37,248,3,9,11,9,3
G61025,Obervogau,674,512,502,10,182,149,79,12,67,1,6,1,3,2
G61026,Pistorf,1206,846,833,13,248,235,159,27,138,9,4,9,3,1
G61027,Ragnitz,1223,912,892,20,176,336,162,31,155,6,6,6,12,2
G61028,Ratsch an der Weinstraße,325,262,257,5,84,111,27,4,23,2,2,1,3,0
G61029,Retznei,345,243,241,2,156,21,36,2,21,1,0,0,2,2
G61030,Sankt Andrä-Höch,1490,1037,1018,19,252,294,193,46,209,5,4,4,9,2
G61031,Sankt Georgen an der Stiefing,929,668,652,16,110,286,89,45,98,1,6,4,9,4
G61032,Sankt Johann im Saggautal,1732,1237,1214,23,317,411,192,31,241,2,3,3,9,5
G61033,Sankt Nikolai im Sausal,1834,1294,1273,21,382,378,194,75,193,6,2,8,31,4
G61034,Sankt Nikolai ob Draßling,870,690,679,11,125,312,96,16,105,2,8,3,7,5
G61035,Sankt Ulrich am Waasen,610,456,453,3,104,116,93,33,75,7,6,7,10,2
G61036,Sankt Veit am Vogau,1502,1223,1199,24,244,503,214,31,154,11,21,5,15,1
G61037,Schloßberg,914,698,689,9,148,306,85,23,105,3,9,3,4,3
G61038,Seggauberg,810,586,578,8,142,227,77,36,68,3,7,6,3,9
G61039,Spielfeld,790,582,577,5,256,102,115,20,56,6,11,5,1,5
G61040,Stocking,1180,913,906,7,245,297,148,67,105,4,9,13,16,2
G61041,Straß in Steiermark,1376,939,922,17,245,290,197,43,99,12,10,10,10,6
G61042,Sulztal an der Weinstraße,121,100,98,2,30,30,11,7,11,0,1,4,1,3
G61043,Tillmitsch,2581,1788,1764,24,644,373,288,74,311,13,9,18,23,11
G61044,Vogau,861,650,640,10,188,199,129,25,70,1,17,2,7,2
G61045,Wagna,4094,2955,2897,58,1233,488,552,159,360,20,14,27,22,22
G61046,Weitendorf,1235,933,915,18,311,261,141,49,116,6,11,9,7,4
G61047,Wildon,1943,1274,1251,23,362,274,192,123,218,16,16,21,15,14
G61048,Wolfsberg im Schwarzautal,647,503,491,12,93,221,67,26,59,7,4,5,9,0
G61101,Eisenerz,4759,3395,3347,48,1936,376,478,92,290,75,4,30,37,29
G61102,Gai,1508,1166,1148,18,324,252,228,100,177,19,7,13,16,12
G61103,Hafning bei Trofaiach,1399,1058,1039,19,414,186,199,42,148,16,1,7,15,11
G61104,Hieflau,741,536,534,2,373,45,56,9,26,8,0,6,9,2
G61105,Kalwang,934,698,686,12,222,174,142,42,81,2,0,2,7,14
G61106,Kammern im Liesingtal,1410,1110,1086,24,385,321,184,31,128,6,9,6,8,8
G61107,Kraubath an der Mur,1150,921,910,11,299,243,164,49,118,11,3,6,12,5
G61108,Leoben,19994,13442,13290,152,5697,1710,2876,759,1446,375,42,172,143,70
G61109,Mautern in Steiermark,1636,1200,1187,13,408,307,247,43,125,10,1,11,29,6
G61110,Niklasdorf,2149,1688,1672,16,873,183,289,69,192,21,5,11,12,17
G61111,Proleb,1412,1128,1121,7,461,204,202,75,138,11,4,14,3,9
G61112,Radmer,644,484,478,6,259,116,47,11,26,7,0,2,5,5
G61113,Sankt Michael in Obersteiermark,2632,1934,1914,20,875,254,406,77,214,29,8,18,17,16
G61114,Sankt Peter-Freienstein,2084,1498,1487,11,592,261,295,55,191,33,9,20,18,13
G61115,Sankt Stefan ob Leoben,1686,1293,1279,14,521,254,228,58,172,10,3,10,13,10
G61116,Traboch,1180,909,889,20,271,185,200,33,154,12,1,16,13,4
G61117,Trofaiach,6864,5026,4977,49,2277,480,1013,263,590,170,17,48,64,55
G61118,Vordernberg,1001,758,748,10,468,36,98,13,89,22,4,4,6,8
G61119,Wald am Schoberpaß,518,407,400,7,152,105,59,11,61,6,0,2,4,0
G61201,Admont,2129,1414,1389,25,536,303,217,102,161,10,6,17,23,14
G61202,Aich,694,541,527,14,78,209,80,16,124,2,4,1,12,1
G61203,Aigen im Ennstal,2121,1564,1527,37,400,437,291,87,233,11,10,16,27,15
G61204,Altaussee,1515,960,932,28,426,202,80,76,101,11,1,11,12,12
G61205,Altenmarkt bei Sankt Gallen,747,531,515,16,263,98,69,15,57,1,0,4,4,4
G61206,Ardning,1026,814,805,9,354,198,134,24,64,4,1,5,17,4
G61207,Bad Aussee,3843,2479,2417,62,1019,554,218,216,269,26,9,28,44,34
G61208,Donnersbach,915,681,671,10,114,283,117,34,95,5,3,3,12,5
G61209,Donnersbachwald,285,195,188,7,91,47,23,4,19,0,0,0,4,0
G61210,Gaishorn am See,863,651,635,16,214,136,137,38,76,5,5,9,6,9
G61211,Gams bei Hieflau,496,384,380,4,165,84,71,10,38,1,1,4,4,2
G61212,Gössenberg,213,157,155,2,9,110,14,1,19,1,0,1,0,0
G61213,Gröbming,2163,1521,1483,38,367,433,336,86,171,10,17,14,36,13
G61214,Großsölk,399,306,289,17,57,101,54,5,53,3,0,4,10,2
G61215,Grundlsee,1092,705,683,22,283,185,60,36,65,22,3,11,11,7
G61216,Hall,1519,1106,1093,13,471,192,167,93,130,8,2,8,14,8
G61217,Haus,1954,1485,1449,36,325,537,186,68,255,3,6,10,53,6
G61218,Irdning,2164,1584,1551,33,308,507,317,122,206,7,16,16,35,17
G61219,Johnsbach,123,107,107,0,19,66,1,6,13,1,0,1,0,0
G61220,Kleinsölk,472,371,364,7,57,168,71,8,41,3,1,5,9,1
G61221,Landl,1110,833,816,17,402,192,96,13,72,5,0,7,19,10
G61222,Lassing,1445,1075,1051,24,252,373,233,45,102,8,3,8,16,11
G61223,Liezen,5415,3781,3721,60,1469,649,720,272,443,43,16,35,53,21
G61224,Michaelerberg,405,308,305,3,113,101,37,6,34,0,2,3,7,2
G61225,Mitterberg,870,669,648,21,188,204,115,33,79,1,5,10,11,2
G61226,Bad Mitterndorf,2384,1517,1482,35,442,403,307,79,156,14,13,17,32,19
G61227,Niederöblarn,430,337,329,8,73,140,54,20,37,0,1,1,3,0
G61228,Öblarn,1109,794,774,20,226,179,126,40,150,6,17,6,18,6
G61229,Oppenberg,227,174,172,2,27,68,40,9,22,1,0,2,1,2
G61230,Palfau,345,282,276,6,155,83,17,6,10,2,0,0,2,1
G61232,Pichl-Preunegg,721,537,521,16,80,157,116,17,113,7,10,0,15,6
G61233,Pichl-Kainisch,630,478,472,6,175,154,62,18,42,3,4,2,6,6
G61234,Pruggern,489,367,353,14,88,155,41,10,42,1,5,3,7,1
G61235,Pürgg-Trautenfels,758,549,535,14,131,221,68,27,58,7,9,5,8,1
G61236,Ramsau am Dachstein,2088,1489,1458,31,168,504,266,80,318,7,22,16,60,17
G61237,Rohrmoos-Untertal,1076,809,791,18,94,285,133,36,160,3,4,7,68,1
G61238,Rottenmann,4152,2934,2885,49,1132,438,673,185,308,22,11,40,50,26
G61239,Sankt Gallen,1200,926,907,19,406,208,115,49,92,5,4,9,14,5
G61240,Sankt Martin am Grimming,607,437,430,7,78,160,100,18,47,2,5,3,16,1
G61241,Sankt Nikolai im Sölktal,409,301,301,0,78,127,34,11,42,0,2,0,6,1
G61242,Schladming,3411,2252,2207,45,535,662,370,145,385,9,21,19,39,22
G61243,Selzthal,1494,1152,1128,24,726,88,150,48,69,12,6,12,13,4
G61244,Stainach,1540,1061,1036,25,388,255,163,59,107,3,9,17,26,9
G61245,Tauplitz,833,575,558,17,169,171,132,18,44,3,6,8,6,1
G61246,Treglwang,311,239,234,5,78,66,41,18,22,1,0,3,5,0
G61247,Trieben,3048,2298,2260,38,1291,245,358,104,186,18,11,19,19,9
G61248,Weißenbach an der Enns,421,318,307,11,147,79,35,8,28,1,0,2,5,2
G61249,Weißenbach bei Liezen,951,738,727,11,221,203,135,46,81,7,4,14,15,1
G61250,Weng im Gesäuse,502,380,373,7,144,119,42,20,35,3,0,2,7,1
G61251,Wildalpen,484,381,374,7,228,66,42,8,23,4,0,0,1,2
G61252,Wörschach,938,715,700,15,211,234,109,39,74,4,6,3,12,8
G61301,Allerheiligen im Mürztal,1620,1285,1265,20,509,320,211,64,100,9,1,7,36,8
G61302,Altenberg an der Rax,280,212,210,2,76,86,29,6,9,0,1,2,1,0
G61303,Ganz,303,221,218,3,21,134,39,5,15,1,1,1,1,0
G61304,Kapellen,538,401,395,6,139,113,85,9,44,1,1,1,2,0
G61305,Kindberg,4865,3562,3511,51,1710,540,641,178,301,35,8,32,39,27
G61306,Krieglach,4396,3310,3236,74,1157,593,712,217,375,44,13,38,55,32
G61307,Langenwang,3370,2480,2414,66,805,621,567,122,197,22,8,23,36,13
G61308,Mitterdorf im Mürztal,2072,1510,1479,31,669,215,280,81,149,14,6,17,36,12
G61309,Mürzhofen,806,625,612,13,303,110,86,30,53,3,1,9,12,5
G61310,Mürzsteg,378,294,291,3,161,43,65,5,12,0,0,3,0,2
G61311,Mürzzuschlag,7371,5296,5202,94,2542,591,1100,297,401,103,17,53,55,43
G61312,Neuberg an der Mürz,1168,884,874,10,369,146,222,31,60,11,8,13,8,6
G61313,Spital am Semmering,1409,1103,1090,13,416,277,256,39,64,6,4,8,14,6
G61314,Stanz im Mürztal,1657,1284,1260,24,544,335,194,54,85,10,7,8,13,10
G61315,Veitsch,2341,1815,1787,28,1124,209,231,49,117,24,2,7,18,6
G61316,Wartberg im Mürztal,1894,1447,1430,17,617,157,436,53,109,13,9,6,23,7
G61401,Dürnstein in der Steiermark,264,184,179,5,52,40,20,5,53,0,0,4,4,1
G61403,Frojach-Katsch,962,788,774,14,202,196,155,14,176,3,3,7,14,4
G61404,Krakaudorf,537,415,401,14,63,169,60,17,82,0,2,2,4,2
G61405,Krakauhintermühlen,461,363,355,8,84,170,39,9,51,0,0,0,1,1
G61406,Krakauschatten,253,186,184,2,33,93,29,6,21,0,0,1,0,1
G61407,Kulm am Zirbitz,287,239,238,1,45,95,29,9,54,2,0,0,3,1
G61408,Laßnitz bei Murau,896,626,615,11,80,251,76,37,142,10,1,5,6,7
G61409,Mariahof,1101,837,823,14,219,245,93,56,187,2,2,4,11,4
G61410,Mühlen,819,631,622,9,211,162,92,19,126,3,1,1,4,3
G61411,Murau,1872,1300,1278,22,284,432,162,81,257,20,5,19,14,4
G61412,Neumarkt in Steiermark,1538,1119,1100,19,294,197,187,84,283,13,5,9,18,10
G61413,Niederwölz,520,405,400,5,88,134,68,12,85,4,2,1,1,5
G61414,Oberwölz Stadt,828,620,613,7,125,253,77,28,109,4,2,3,8,4
G61415,Oberwölz Umgebung,688,535,521,14,74,257,62,11,109,2,1,0,3,2
G61416,Perchau am Sattel,261,197,193,4,33,64,33,6,49,5,1,0,1,1
G61417,Predlitz-Turrach,679,524,517,7,130,145,104,20,107,2,1,1,4,3
G61418,Ranten,872,689,676,13,137,272,102,18,128,1,1,6,7,4
G61419,Rinegg,130,94,94,0,12,41,33,0,8,0,0,0,0,0
G61420,Sankt Blasen,532,404,399,5,105,122,56,16,87,3,2,1,5,2
G61421,Sankt Georgen ob Murau,1141,825,809,16,185,324,121,35,124,4,0,5,8,3
G61422,Sankt Lambrecht,1277,955,937,18,311,191,152,36,201,9,5,19,8,5
G61423,Sankt Lorenzen bei Scheifling,518,388,383,5,79,91,79,11,107,4,2,3,5,2
G61424,Sankt Marein bei Neumarkt,804,551,543,8,103,153,76,32,155,7,6,4,7,0
G61425,St Peter am Kammersberg,1755,1266,1231,35,366,392,156,37,243,3,8,9,11,6
G61427,Scheifling,1319,915,900,15,258,201,170,42,194,7,2,9,13,4
G61428,Schöder,875,636,625,11,136,219,108,23,113,0,8,3,8,7
G61429,Schönberg-Lachtal,361,299,294,5,25,176,28,4,57,0,0,0,2,2
G61430,Stadl an der Mur,839,622,612,10,291,110,98,17,84,6,1,0,3,2
G61431,Stolzalpe,385,296,289,7,85,65,48,19,53,4,0,3,11,1
G61432,Teufenbach,564,432,424,8,99,174,51,26,63,3,0,3,3,2
G61433,Triebendorf,120,96,92,4,15,35,19,6,9,3,0,2,0,3
G61434,Winklern bei Oberwölz,757,613,609,4,100,256,85,14,138,3,4,1,7,1
G61435,Zeutschach,196,134,132,2,30,49,25,4,19,1,0,1,1,2
G61436,St Ruprecht-Falkendorf,410,286,280,6,72,117,26,12,47,1,0,2,2,1
G61501,Bierbaum am Auersbach,402,299,287,12,37,122,67,11,43,2,1,1,1,2
G61502,Deutsch Goritz,1074,833,812,21,114,423,89,33,124,5,5,2,12,5
G61503,Dietersdorf am Gnasbach,325,261,252,9,32,124,36,13,38,4,0,1,4,0
G61504,Eichfeld,785,614,592,22,116,266,80,22,83,9,3,5,7,1
G61505,Gosdorf,953,736,718,18,218,258,111,24,81,6,5,2,8,5
G61506,Halbenrain,1511,1089,1050,39,164,487,186,41,134,9,3,7,11,8
G61508,Hof bei Straden,718,552,545,7,102,232,86,22,72,3,3,6,14,5
G61509,Klöch,1064,830,806,24,91,459,114,31,75,7,1,7,17,4
G61510,Mettersdorf am Saßbach,1113,900,887,13,179,399,112,21,150,9,5,5,6,1
G61511,Mureck,1293,853,831,22,224,261,140,76,80,8,12,12,15,3
G61512,Murfeld,1389,1022,994,28,270,392,143,43,103,8,14,7,8,6
G61513,Bad Radkersburg,1211,832,811,21,220,287,77,95,82,12,7,21,5,5
G61514,Radkersburg Umgebung,1486,1081,1037,44,234,468,111,60,130,9,3,5,9,8
G61515,Ratschendorf,526,417,407,10,150,140,43,13,45,3,5,1,2,5
G61516,Sankt Peter am Ottersbach,1887,1393,1362,31,280,544,230,53,194,6,14,12,19,10
G61517,Straden,1300,1050,1017,33,155,464,157,76,132,2,5,12,8,6
G61518,Tieschen,1161,907,877,30,237,351,113,24,123,7,4,7,7,4
G61519,Trössing,237,186,181,5,22,84,33,3,22,2,9,3,2,1
G61520,Weinburg am Saßbach,894,714,697,17,122,288,110,24,102,5,33,4,7,2
G61601,Bärnbach,4386,3162,3122,40,1455,326,559,135,508,46,15,30,19,29
G61602,Edelschrott,1390,1052,1037,15,274,345,161,19,203,10,2,8,3,12
G61603,Gallmannsegg,265,200,195,5,61,63,37,6,20,0,3,1,2,2
G61604,Geistthal,770,547,540,7,151,143,96,23,100,10,2,5,9,1
G61605,Gößnitz,424,324,321,3,56,131,41,14,71,2,0,5,0,1
G61606,Graden,437,367,365,2,106,86,74,3,85,1,1,0,7,2
G61607,Hirschegg,583,465,458,7,79,194,48,17,109,1,1,4,4,1
G61608,Kainach bei Voitsberg,612,477,464,13,195,101,84,14,54,1,2,3,10,0
G61609,Köflach,8576,6279,6214,65,2899,688,1132,292,940,82,17,56,60,48
G61610,Kohlschwarz,602,464,456,8,172,121,70,17,68,3,2,0,2,1
G61611,Krottendorf-Gaisfeld,1996,1503,1486,17,415,332,279,78,321,10,15,12,12,12
G61612,Ligist,2728,2068,2036,32,571,488,355,161,359,12,9,27,33,21
G61613,Maria Lankowitz,1944,1532,1503,29,646,222,258,69,242,17,2,26,19,2
G61614,Modriach,180,157,156,1,14,80,22,4,35,1,0,0,0,0
G61615,Mooskirchen,1672,1218,1189,29,203,363,241,78,235,20,9,11,25,4
G61616,Pack,395,289,289,0,51,115,50,4,59,0,1,4,2,3
G61617,Piberegg,319,257,254,3,112,56,35,4,40,1,0,2,2,2
G61618,Rosental an der Kainach,1491,1135,1121,14,551,84,210,53,176,17,4,4,7,15
G61619,Salla,255,196,194,2,41,78,49,5,17,0,0,0,4,0
G61620,Sankt Johann-Köppling,1424,1134,1119,15,233,375,194,78,197,5,5,13,9,10
G61621,Sankt Martin am Wöllmißberg,727,555,549,6,149,178,91,14,94,4,5,3,6,5
G61622,Söding,1718,1247,1226,21,359,266,233,76,231,7,12,13,11,18
G61623,Södingberg,683,500,498,2,169,116,123,6,68,3,0,0,9,4
G61624,Stallhofen,2589,1973,1940,33,370,564,460,74,395,19,11,14,24,9
G61625,Voitsberg,8244,6081,5996,85,2620,745,1081,323,934,96,27,63,68,39
G61701,Albersdorf-Prebuch,1545,1179,1145,34,221,320,256,101,168,12,5,14,29,19
G61702,Anger,709,512,494,18,155,146,55,47,73,5,1,5,4,3
G61703,Arzberg,468,358,350,8,90,141,62,11,34,4,2,1,4,1
G61704,Baierdorf bei Anger,1400,1095,1060,35,260,384,163,50,154,11,9,10,17,2
G61705,Birkfeld,1357,989,959,30,240,302,146,89,130,6,14,9,19,4
G61706,Etzersdorf-Rollsdorf,957,739,724,15,194,206,147,30,104,4,7,9,20,3
G61707,Feistritz bei Anger,877,701,676,25,183,177,130,52,104,7,4,3,13,3
G61708,Fischbach,1354,1025,1002,23,243,332,289,32,74,4,4,9,11,4
G61709,Fladnitz an der Teichalm,950,776,757,19,133,292,181,22,93,6,2,2,19,7
G61710,Floing,1012,782,763,19,223,220,128,31,121,4,2,1,21,12
G61711,Gasen,755,611,595,16,137,302,58,17,59,0,4,3,10,5
G61712,Gersdorf an der Feistritz,991,810,796,14,78,345,265,32,49,5,6,4,10,2
G61713,Gleisdorf,4524,3024,2972,52,752,753,488,433,380,47,8,43,42,26
G61714,Gschaid bei Birkfeld,768,624,611,13,109,210,144,23,98,2,7,8,9,1
G61715,Gutenberg an der Raabklamm,994,773,750,23,244,224,107,83,61,9,4,7,6,5
G61716,Markt Hartmannsdorf,2315,1758,1710,48,243,641,309,170,217,27,25,20,32,26
G61717,Haslau bei Birkfeld,375,297,286,11,76,92,60,10,41,2,1,1,2,1
G61718,Hirnsdorf,568,450,440,10,140,137,83,16,40,7,4,1,12,0
G61719,Hofstätten an der Raab,1562,1131,1110,21,200,350,230,109,151,17,7,8,25,13
G61720,Hohenau an der Raab,1063,836,817,19,169,348,119,37,112,6,8,1,12,5
G61721,Ilztal,1420,1056,1032,24,225,326,210,88,119,12,8,8,33,3
G61722,Koglhof,922,674,645,29,126,282,105,20,90,10,1,2,9,0
G61723,Krottendorf,1886,1435,1400,35,460,345,209,114,181,23,9,30,25,4
G61724,Kulm bei Weiz,403,308,296,12,62,100,64,15,33,0,9,4,8,1
